                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    201,                 0.6172,                0.62146,                 1.0951,                0.68416,                0.69138,                  1.121,                0.83353,                0.75036,                0.84648,                0.67876,                0.71845,                0.66595,                 1.1766,                0.78218,                0.75828,                 1.2147,              0.0003433,              0.0003433,              0.0003433
                    202,                0.62024,                0.62308,                 1.0925,                0.68795,                0.69569,                 1.1213,                0.83181,                0.76086,                0.84607,                0.67808,                0.71901,                0.66499,                 1.1773,                0.78268,                0.75874,                 1.2151,                0.00034,                0.00034,                0.00034
                    203,                0.61594,                0.61156,                 1.0919,                0.67812,                 0.6792,                 1.1186,                0.83036,                0.75835,                0.84509,                0.67809,                0.71934,                0.66491,                 1.1778,                 0.7825,                 0.7607,                 1.2152,              0.0003367,              0.0003367,              0.0003367
                    204,                0.61613,                0.61406,                 1.0895,                 0.6831,                0.68547,                 1.1185,                0.82901,                0.76183,                0.84465,                0.67767,                0.71994,                0.66524,                 1.1788,                0.78201,                0.76381,                 1.2144,              0.0003334,              0.0003334,              0.0003334
                    205,                0.61669,                  0.614,                 1.0924,                0.68244,                0.68213,                 1.1194,                0.82693,                0.75917,                0.84453,                 0.6777,                0.72013,                0.66651,                  1.179,                0.78361,                0.76361,                 1.2162,              0.0003301,              0.0003301,              0.0003301
                    206,                0.61279,                 0.6129,                 1.0957,                0.67426,                0.67174,                 1.1213,                0.81887,                0.76367,                0.84462,                 0.6777,                 0.7205,                0.66621,                 1.1791,                0.78273,                0.76804,                  1.214,              0.0003268,              0.0003268,              0.0003268
                    207,                0.61444,                0.61367,                 1.0932,                0.67936,                0.68351,                 1.1217,                 0.8226,                0.76421,                0.84398,                0.67708,                0.72061,                0.66531,                 1.1789,                0.78381,                0.76521,                 1.2132,              0.0003235,              0.0003235,              0.0003235
                    208,                0.60989,                 0.6107,                 1.0888,                0.66897,                0.67541,                 1.1144,                0.81282,                0.76346,                0.84391,                0.67733,                0.72031,                 0.6642,                 1.1791,                0.78189,                0.76666,                 1.2122,              0.0003202,              0.0003202,              0.0003202
                    209,                 0.6129,                0.61131,                 1.0896,                 0.6785,                0.67479,                  1.118,                0.82509,                0.75545,                0.84422,                 0.6783,                0.71972,                0.66427,                 1.1781,                0.78004,                0.76729,                 1.2123,              0.0003169,              0.0003169,              0.0003169
                    210,                0.61029,                0.61666,                 1.0897,                0.67485,                0.68582,                 1.1188,                0.83331,                0.74718,                0.84371,                0.67768,                0.72004,                0.66517,                 1.1783,                0.77896,                 0.7721,                 1.2113,              0.0003136,              0.0003136,              0.0003136
                    211,                0.61701,                 0.6127,                 1.0924,                0.68311,                0.67216,                 1.1243,                0.82589,                0.75348,                0.84353,                0.67743,                0.71995,                0.66573,                 1.1778,                 0.7787,                 0.7743,                 1.2106,              0.0003103,              0.0003103,              0.0003103
                    212,                0.61331,                0.61693,                 1.0911,                 0.6774,                 0.6842,                 1.1185,                 0.8219,                0.75807,                0.84395,                0.67755,                0.71946,                0.66662,                 1.1771,                0.77772,                0.77688,                 1.2104,               0.000307,               0.000307,               0.000307
                    213,                0.60111,                 0.5954,                 1.0879,                 0.6682,                0.66392,                 1.1185,                0.82378,                0.75651,                0.84296,                0.67652,                0.71928,                0.66564,                 1.1767,                0.78003,                0.77481,                 1.2123,              0.0003037,              0.0003037,              0.0003037
                    214,                0.61868,                0.60533,                 1.0983,                 0.6833,                 0.6737,                 1.1284,                0.83326,                0.75262,                0.84365,                 0.6776,                0.71908,                0.66485,                 1.1764,                0.77844,                0.77485,                  1.212,              0.0003004,              0.0003004,              0.0003004
                    215,                0.60944,                0.59229,                 1.0892,                0.67353,                0.65063,                 1.1179,                0.83035,                0.75649,                0.84292,                0.67815,                0.71951,                 0.6648,                 1.1764,                0.77822,                0.77537,                 1.2113,              0.0002971,              0.0002971,              0.0002971
                    216,                 0.6037,                0.59335,                 1.0837,                0.66656,                0.66043,                 1.1111,                0.83186,                0.75711,                0.84362,                0.67891,                0.72011,                0.66456,                  1.177,                0.77724,                0.77994,                 1.2113,              0.0002938,              0.0002938,              0.0002938
                    217,                0.60662,                0.60096,                 1.0925,                0.66716,                0.67328,                 1.1167,                0.82814,                0.75584,                0.84352,                0.67944,                0.72052,                0.66482,                 1.1778,                0.77597,                 0.7865,                 1.2109,              0.0002905,              0.0002905,              0.0002905
                    218,                0.60641,                0.58782,                 1.0849,                 0.6672,                0.64916,                 1.1129,                0.83463,                 0.7496,                0.84344,                0.67919,                0.72009,                0.66469,                  1.177,                0.77639,                0.78316,                  1.213,              0.0002872,              0.0002872,              0.0002872
                    219,                0.60179,                0.58255,                 1.0831,                0.66036,                0.64457,                 1.1093,                0.82923,                0.74969,                0.84421,                0.67913,                0.72029,                 0.6634,                 1.1776,                0.77582,                0.78328,                 1.2165,              0.0002839,              0.0002839,              0.0002839
                    220,                0.60633,                 0.6001,                 1.0895,                0.67401,                0.65707,                 1.1192,                0.83757,                0.74172,                0.84403,                0.67933,                0.72054,                0.66305,                 1.1781,                0.77681,                0.78097,                 1.2174,              0.0002806,              0.0002806,              0.0002806
                    221,                 0.6025,                0.59697,                 1.0853,                0.66491,                0.65231,                 1.1131,                0.84327,                0.74084,                0.84397,                0.67921,                0.72119,                0.66405,                 1.1787,                0.77649,                0.78219,                 1.2184,              0.0002773,              0.0002773,              0.0002773
                    222,                 0.5934,                0.58654,                 1.0813,                0.65632,                0.65896,                 1.1109,                 0.8416,                 0.7408,                0.84399,                0.67912,                0.72064,                0.66431,                 1.1783,                0.77834,                0.78001,                 1.2192,               0.000274,               0.000274,               0.000274
                    223,                0.61245,                  0.595,                 1.0908,                0.67561,                0.66135,                 1.1203,                0.83609,                0.74286,                0.84421,                0.67962,                 0.7211,                0.66408,                 1.1793,                0.78088,                  0.774,                 1.2204,              0.0002707,              0.0002707,              0.0002707
                    224,                0.60548,                0.59444,                 1.0865,                0.66885,                0.66708,                 1.1164,                0.80547,                0.76836,                0.84386,                0.67941,                0.72097,                0.66355,                 1.1793,                0.78041,                0.77637,                 1.2195,              0.0002674,              0.0002674,              0.0002674
                    225,                0.58974,                0.58669,                 1.0799,                0.64764,                0.64224,                 1.1062,                0.80658,                0.76917,                0.84369,                 0.6796,                 0.7217,                0.66422,                 1.1802,                0.77993,                0.77892,                 1.2204,              0.0002641,              0.0002641,              0.0002641
                    226,                  0.602,                0.58318,                 1.0831,                0.66201,                0.64828,                 1.1123,                0.80901,                0.76947,                0.84377,                0.67942,                0.72161,                0.66493,                 1.1803,                0.77991,                0.77878,                 1.2203,              0.0002608,              0.0002608,              0.0002608
                    227,                0.60089,                0.57529,                   1.08,                0.66564,                0.63263,                 1.1075,                0.81008,                0.77001,                0.84474,                0.67978,                0.72083,                0.66506,                 1.1795,                0.78097,                0.77742,                 1.2223,              0.0002575,              0.0002575,              0.0002575
                    228,                0.59369,                0.58807,                 1.0807,                0.65456,                0.65028,                 1.1076,                0.81387,                0.76447,                0.84404,                0.68017,                0.72125,                0.66502,                 1.1799,                0.78091,                0.77896,                 1.2219,              0.0002542,              0.0002542,              0.0002542
                    229,                0.59479,                 0.5744,                 1.0764,                0.65557,                0.63491,                    1.1,                0.80782,                0.77532,                0.84466,                0.68066,                0.72089,                0.66502,                 1.1799,                0.78115,                0.77794,                 1.2213,              0.0002509,              0.0002509,              0.0002509
                    230,                 0.5945,                 0.5844,                 1.0835,                0.65955,                0.64794,                 1.1116,                0.83986,                 0.7434,                0.84447,                0.68048,                0.72061,                0.66572,                 1.1795,                0.78128,                0.77917,                 1.2215,              0.0002476,              0.0002476,              0.0002476
                    231,                0.59116,                0.58839,                 1.0757,                0.65383,                0.65193,                 1.1042,                0.83524,                0.74273,                0.84403,                0.67915,                 0.7211,                0.66539,                 1.1799,                0.78134,                0.77915,                 1.2206,              0.0002443,              0.0002443,              0.0002443
                    232,                0.59839,                0.58699,                 1.0808,                0.66266,                0.64963,                 1.1097,                0.83136,                0.74588,                  0.843,                0.67852,                0.72085,                 0.6654,                 1.1795,                0.78034,                  0.782,                 1.2208,               0.000241,               0.000241,               0.000241
                    233,                 0.5873,                0.56475,                  1.069,                0.64775,                0.62849,                 1.0961,                0.82202,                0.75072,                0.84309,                0.67864,                0.72086,                0.66524,                 1.1793,                0.78193,                 0.7785,                 1.2215,              0.0002377,              0.0002377,              0.0002377
                    234,                0.59652,                0.57296,                 1.0801,                0.65576,                 0.6347,                 1.1041,                0.82873,                0.74792,                0.84263,                 0.6788,                0.72089,                0.66546,                 1.1792,                0.78202,                0.77966,                 1.2165,              0.0002344,              0.0002344,              0.0002344
                    235,                0.59198,                0.56764,                 1.0786,                0.65443,                0.62566,                 1.1055,                0.83017,                0.74619,                0.84227,                0.67855,                0.72097,                0.66549,                 1.1793,                 0.7802,                0.78352,                 1.2156,              0.0002311,              0.0002311,              0.0002311
                    236,                0.59072,                0.57331,                 1.0775,                0.65454,                0.63876,                  1.107,                0.79072,                0.77871,                0.84162,                0.67765,                0.72162,                0.66566,                 1.1795,                   0.78,                0.78557,                 1.2168,              0.0002278,              0.0002278,              0.0002278
                    237,                0.59434,                0.57875,                 1.0826,                0.65241,                0.64105,                 1.1096,                0.79013,                0.77768,                 0.8413,                0.67752,                0.72168,                0.66531,                 1.1795,                0.77966,                0.78803,                 1.2166,              0.0002245,              0.0002245,              0.0002245
                    238,                0.59091,                0.57459,                 1.0793,                 0.6537,                0.64049,                 1.1086,                0.79141,                0.77574,                0.84146,                0.67758,                0.72164,                0.66469,                 1.1795,                0.77851,                0.79065,                 1.2159,              0.0002212,              0.0002212,              0.0002212
                    239,                0.58888,                0.57161,                 1.0725,                0.64953,                0.62723,                 1.0996,                 0.7914,                0.77075,                0.84113,                0.67711,                0.72141,                0.66461,                 1.1792,                0.77876,                0.79159,                 1.2164,              0.0002179,              0.0002179,              0.0002179
                    240,                  0.589,                0.56715,                 1.0741,                0.65199,                0.63085,                 1.1003,                0.79045,                0.77107,                0.84112,                0.67714,                0.72144,                0.66456,                 1.1793,                0.77994,                0.79014,                 1.2167,              0.0002146,              0.0002146,              0.0002146
                    241,                0.58068,                0.55764,                 1.0695,                0.63934,                0.62288,                 1.0941,                0.79039,                0.77067,                0.84117,                0.67688,                0.72121,                0.66494,                 1.1791,                0.77964,                0.78892,                 1.2163,              0.0002113,              0.0002113,              0.0002113
                    242,                0.58038,                0.56893,                 1.0708,                0.64295,                0.63532,                 1.0974,                0.79646,                0.76733,                0.84119,                0.67668,                0.72127,                0.66492,                 1.1792,                0.77959,                0.78853,                 1.2163,               0.000208,               0.000208,               0.000208
                    243,                0.58143,                0.55823,                 1.0716,                0.64382,                0.61867,                 1.0968,                0.79231,                0.76664,                  0.841,                0.67647,                 0.7214,                0.66475,                 1.1793,                0.77981,                  0.789,                 1.2165,              0.0002047,              0.0002047,              0.0002047
                    244,                0.57902,                0.55636,                 1.0678,                0.63622,                0.61165,                 1.0922,                0.79317,                0.76663,                0.84097,                 0.6763,                0.72144,                0.66524,                 1.1795,                0.77932,                0.78772,                 1.2163,              0.0002014,              0.0002014,              0.0002014
                    245,                0.58372,                0.56491,                 1.0702,                0.64439,                0.63283,                 1.0978,                0.79691,                0.76258,                0.84109,                0.67687,                0.72151,                0.66577,                 1.1794,                0.77903,                0.78577,                 1.2154,              0.0001981,              0.0001981,              0.0001981
                    246,                0.57164,                  0.545,                 1.0637,                0.63408,                 0.5984,                 1.0911,                0.79732,                0.76466,                0.84108,                0.67664,                0.72122,                0.66603,                 1.1795,                0.77877,                0.78567,                 1.2151,              0.0001948,              0.0001948,              0.0001948
                    247,                0.58303,                0.55482,                 1.0734,                0.64266,                0.61658,                 1.1021,                0.79538,                0.76615,                0.84045,                0.67602,                0.72128,                0.66593,                 1.1796,                0.77853,                0.78652,                 1.2153,              0.0001915,              0.0001915,              0.0001915
                    248,                0.58599,                 0.5673,                 1.0773,                0.64824,                 0.6247,                 1.1041,                0.79336,                0.76963,                0.84009,                0.67564,                0.72078,                0.66554,                  1.179,                 0.7777,                0.78808,                 1.2151,              0.0001882,              0.0001882,              0.0001882
                    249,                0.58155,                0.55541,                 1.0692,                0.64615,                0.61621,                 1.0963,                0.78901,                0.77531,                0.83971,                0.67571,                0.72112,                0.66542,                 1.1788,                0.77741,                 0.7889,                 1.2148,              0.0001849,              0.0001849,              0.0001849
                    250,                0.58174,                0.56036,                 1.0727,                0.64199,                0.62244,                 1.0997,                0.78331,                0.77733,                0.83926,                0.67572,                0.72128,                0.66555,                 1.1788,                0.77703,                0.79076,                 1.2146,              0.0001816,              0.0001816,              0.0001816
                    251,                0.58032,                0.55094,                  1.068,                0.64039,                0.61068,                 1.0956,                 0.7891,                0.77201,                0.83931,                0.67565,                0.72133,                0.66556,                 1.1788,                0.77693,                0.79165,                 1.2132,              0.0001783,              0.0001783,              0.0001783
                    252,                0.57611,                0.55847,                 1.0683,                0.63677,                0.61678,                 1.0975,                0.78988,                0.77243,                0.83919,                0.67587,                 0.7213,                0.66557,                 1.1789,                0.77704,                0.79194,                 1.2135,               0.000175,               0.000175,               0.000175
                    253,                0.57472,                0.54689,                 1.0677,                0.63705,                0.60597,                 1.0958,                0.78992,                 0.7753,                0.83951,                0.67584,                0.72135,                 0.6656,                 1.1791,                0.77792,                0.79063,                 1.2142,              0.0001717,              0.0001717,              0.0001717
                    254,                0.57397,                0.55626,                 1.0684,                0.63354,                0.61338,                 1.0966,                0.79343,                0.77708,                0.83963,                0.67589,                0.72146,                0.66661,                 1.1792,                 0.7781,                0.79058,                 1.2159,              0.0001684,              0.0001684,              0.0001684
                    255,                0.57483,                0.54174,                 1.0614,                0.63024,                0.59305,                 1.0869,                0.79295,                  0.776,                0.83979,                 0.6753,                0.72155,                0.66703,                 1.1794,                0.77805,                0.79169,                 1.2157,              0.0001651,              0.0001651,              0.0001651
                    256,                0.57786,                0.55126,                 1.0714,                0.63742,                0.61118,                 1.0996,                0.79352,                0.77723,                0.83965,                0.67479,                0.72156,                0.66748,                   1.18,                0.77726,                0.79223,                 1.2156,              0.0001618,              0.0001618,              0.0001618
                    257,                0.56734,                0.54404,                 1.0653,                0.63019,                0.59866,                 1.0927,                0.79399,                0.77473,                0.83978,                0.67519,                 0.7216,                0.66786,                 1.1804,                0.77746,                0.79168,                 1.2153,              0.0001585,              0.0001585,              0.0001585
                    258,                0.58158,                0.55543,                  1.069,                0.63871,                0.61707,                 1.0958,                0.79562,                0.77078,                0.83953,                0.67453,                0.72139,                0.66829,                 1.1804,                 0.7773,                0.79288,                 1.2157,              0.0001552,              0.0001552,              0.0001552
                    259,                0.56874,                0.54388,                 1.0658,                0.63279,                0.60053,                 1.0951,                0.79517,                0.76793,                0.83941,                0.67424,                0.72137,                0.66859,                 1.1805,                0.77732,                0.79438,                 1.2157,              0.0001519,              0.0001519,              0.0001519
                    260,                0.57079,                0.54681,                 1.0663,                0.63376,                0.61544,                 1.0958,                0.79755,                0.76754,                0.83923,                0.67415,                0.72104,                0.66866,                 1.1802,                0.77824,                0.79467,                 1.2167,              0.0001486,              0.0001486,              0.0001486
                    261,                 0.5666,                0.53765,                 1.0599,                0.62395,                0.59087,                 1.0869,                0.79658,                0.76748,                0.83861,                 0.6733,                0.72098,                0.66899,                 1.1802,                0.77731,                0.79771,                  1.216,              0.0001453,              0.0001453,              0.0001453
                    262,                0.57855,                0.54737,                 1.0706,                0.63505,                0.60373,                 1.0973,                0.80003,                0.76962,                0.83853,                0.67351,                  0.721,                0.66924,                 1.1804,                0.77662,                0.79897,                 1.2161,               0.000142,               0.000142,               0.000142
                    263,                0.57391,                0.54131,                 1.0634,                0.63342,                0.59534,                 1.0903,                0.79766,                0.77044,                0.83848,                 0.6734,                  0.721,                0.66951,                 1.1803,                0.77655,                0.79908,                 1.2154,              0.0001387,              0.0001387,              0.0001387
                    264,                0.58185,                0.54529,                 1.0676,                0.64061,                0.60763,                 1.0929,                0.79857,                 0.7708,                0.83856,                 0.6737,                0.72121,                0.66953,                 1.1806,                0.77651,                0.79856,                 1.2153,              0.0001354,              0.0001354,              0.0001354
                    265,                0.56661,                0.53582,                 1.0632,                0.62593,                 0.5923,                  1.091,                0.79755,                 0.7718,                0.83848,                 0.6737,                0.72132,                 0.6697,                 1.1805,                0.77658,                0.79832,                 1.2151,              0.0001321,              0.0001321,              0.0001321
                    266,                0.56904,                 0.5382,                 1.0669,                0.62783,                0.58914,                 1.0919,                0.79704,                0.77258,                0.83882,                0.67343,                0.72131,                0.66971,                 1.1806,                0.77582,                0.79886,                 1.2141,              0.0001288,              0.0001288,              0.0001288
                    267,                0.56679,                0.53422,                 1.0603,                0.62736,                0.59268,                 1.0858,                0.79667,                0.77351,                0.83887,                0.67323,                0.72125,                0.66965,                 1.1807,                0.77659,                0.79756,                 1.2142,              0.0001255,              0.0001255,              0.0001255
                    268,                0.56425,                0.53726,                  1.063,                0.61843,                0.59292,                 1.0873,                0.79953,                0.77384,                0.83903,                0.67307,                0.72129,                0.66949,                 1.1809,                0.77757,                0.79525,                 1.2163,              0.0001222,              0.0001222,              0.0001222
                    269,                0.56815,                0.54609,                 1.0608,                0.62942,                0.60365,                 1.0872,                0.80117,                0.77173,                0.83904,                0.67314,                 0.7216,                0.66968,                 1.1815,                0.77807,                0.79473,                 1.2168,              0.0001189,              0.0001189,              0.0001189
                    270,                0.56236,                0.53653,                 1.0613,                0.61605,                0.59009,                 1.0845,                 0.8291,                0.74629,                0.83935,                0.67316,                0.72157,                0.66974,                 1.1817,                0.77767,                0.79565,                 1.2161,              0.0001156,              0.0001156,              0.0001156
                    271,                0.56246,                0.52323,                 1.0571,                0.61697,                 0.5728,                 1.0815,                 0.8155,                0.75637,                0.83946,                0.67315,                0.72153,                0.66987,                 1.1817,                  0.778,                 0.7953,                 1.2154,              0.0001123,              0.0001123,              0.0001123
                    272,                0.56118,                0.52822,                 1.0563,                0.61799,                 0.5831,                  1.079,                0.83202,                 0.7474,                 0.8394,                0.67306,                0.72148,                0.67008,                 1.1818,                0.77765,                0.79595,                 1.2148,               0.000109,               0.000109,               0.000109
                    273,                0.55852,                0.52647,                 1.0537,                0.61698,                0.58191,                 1.0792,                0.80069,                0.77223,                0.83925,                0.67301,                0.72249,                0.67062,                 1.1833,                0.77832,                0.79507,                 1.2149,              0.0001057,              0.0001057,              0.0001057
                    274,                0.55907,                 0.5294,                 1.0592,                0.61838,                 0.5823,                 1.0849,                0.80025,                0.76947,                 0.8391,                0.67294,                0.72262,                 0.6705,                 1.1835,                0.77972,                0.79254,                 1.2168,              0.0001024,              0.0001024,              0.0001024
                    275,                 0.5613,                 0.5285,                 1.0589,                 0.6201,                0.58239,                 1.0846,                0.80623,                0.76783,                0.83895,                0.67284,                0.72263,                0.67079,                 1.1836,                0.77904,                0.79411,                 1.2168,               9.91e-05,               9.91e-05,               9.91e-05
                    276,                0.55567,                0.53089,                 1.0569,                0.61485,                0.59046,                  1.085,                0.80691,                0.76725,                0.83883,                0.67242,                0.72259,                0.67099,                 1.1836,                0.77976,                0.79379,                 1.2169,               9.58e-05,               9.58e-05,               9.58e-05
                    277,                0.55982,                0.51934,                 1.0582,                0.61708,                0.56876,                 1.0828,                0.79718,                0.77428,                0.83877,                0.67231,                0.72265,                0.67123,                 1.1837,                0.78025,                0.79336,                 1.2176,               9.25e-05,               9.25e-05,               9.25e-05
                    278,                 0.5669,                0.53154,                 1.0611,                0.62503,                0.58656,                 1.0872,                0.79478,                0.77444,                0.83859,                0.67206,                0.72276,                0.67113,                 1.1838,                0.78031,                0.79339,                 1.2177,               8.92e-05,               8.92e-05,               8.92e-05
                    279,                0.54893,                0.51255,                 1.0471,                0.60518,                0.55884,                 1.0722,                0.79476,                0.77695,                0.83833,                0.67183,                0.72266,                0.67114,                 1.1838,                0.78123,                0.79265,                 1.2179,               8.59e-05,               8.59e-05,               8.59e-05
                    280,                0.56239,                0.52428,                 1.0616,                 0.6184,                0.57915,                 1.0882,                0.79438,                0.77494,                0.83813,                 0.6715,                0.72264,                 0.6711,                 1.1838,                0.78239,                0.79198,                   1.22,               8.26e-05,               8.26e-05,               8.26e-05
                    281,                0.55194,                0.53081,                 1.0502,                 0.6079,                0.58575,                 1.0762,                0.79073,                0.77609,                0.83794,                0.67133,                 0.7227,                0.67108,                 1.1839,                0.78172,                0.79592,                 1.2199,               7.93e-05,               7.93e-05,               7.93e-05
                    282,                0.56091,                 0.5171,                 1.0583,                0.61422,                0.56972,                 1.0832,                0.79233,                0.77719,                0.83799,                0.67116,                0.72265,                0.67116,                 1.1839,                 0.7817,                0.79597,                 1.2205,                7.6e-05,                7.6e-05,                7.6e-05
                    283,                  0.559,                0.52904,                   1.06,                0.61468,                0.58313,                 1.0837,                0.79092,                0.77652,                0.83787,                0.67116,                0.72276,                0.67107,                  1.184,                0.78144,                0.79767,                 1.2213,               7.27e-05,               7.27e-05,               7.27e-05
                    284,                0.55491,                0.52942,                 1.0542,                0.61151,                0.58809,                 1.0777,                0.79617,                0.77114,                0.83789,                0.67125,                0.72273,                0.67121,                 1.1841,                0.78145,                0.79795,                 1.2214,               6.94e-05,               6.94e-05,               6.94e-05
                    285,                0.55615,                0.52893,                 1.0576,                0.61443,                0.58008,                 1.0844,                0.78927,                 0.7802,                0.83824,                0.67153,                0.72276,                0.67134,                 1.1842,                0.78124,                0.79837,                 1.2209,               6.61e-05,               6.61e-05,               6.61e-05
                    286,                0.55219,                0.51384,                 1.0545,                0.61291,                0.56647,                 1.0824,                0.79416,                0.77871,                0.83825,                0.67144,                0.72281,                0.67135,                 1.1844,                0.78104,                0.79849,                 1.2209,               6.28e-05,               6.28e-05,               6.28e-05
                    287,                 0.5502,                0.52512,                 1.0605,                0.60736,                0.58686,                 1.0872,                0.79297,                0.77868,                 0.8384,                0.67174,                0.72279,                0.67153,                 1.1845,                0.78213,                 0.7967,                 1.2214,               5.95e-05,               5.95e-05,               5.95e-05
